movie_id,title,tags
157353,Transcendence,"thriller sciencefict drama mysteri two lead comput scientist work toward goal technolog singularity, radic anti-technolog organ fight prevent creat world comput transcend abil human brain. artificialintellig technolog nanotechnolog computerviru supercomput resurrect love mindcontrol terror scientist extremist moraldilemma computerscientist mindtransf quantumcomput mindupload johnnydepp paulbettani rebeccahal walli pfister"
331,Jurassic Park III,"adventur action thriller sciencefict need fund research, dr. alan grant accept larg sum money accompani paul amanda kirbi aerial tour infam isla sorna. long hell break loos strand wayfar must fight surviv host new -- even deadli -- dinosaur tri make snack them. exoticisland dna paleontolog tyrannosaurusrex velociraptor spinosauru airplan rescu mission dinosaur jurassicpark samneil williamh.maci téaleoni joe johnston"
61791,Rise of the Planet of the Apes,"thriller action drama sciencefict scientist rodman determin find cure alzheimer's, diseas slowli consum father. feel certain close breakthrough test latest serum apes, notic dramat increas intellig brain activ primat subject – especi caesar, pet chimpanzee. intellig zoo cage dystopia goldengatebridg ape monkey medicalresearch alzheimer'sdiseas jamesfranco freidapinto johnlithgow rupert wyatt"
8204,The Spiderwick Chronicles,"adventur famili fantasi upon move run-down spiderwick estat mother, twin brother jare simon grace, along sister mallory, find pull altern world full faeri creatures. brothersisterrelationship familyrelationship singlemoth alternater motherchildrelationship hiddentruth goblin magicalcreatur fairi freddiehighmor mary-louisepark nicknolt mark water"
47964,A Good Day to Die Hard,"action thriller iconoclastic, take-no-prison cop john mcclane, find first time foreign soil travel moscow help wayward son jack - unawar jack realli highly-train cia oper stop nuclear weapon heist. russian underworld pursuit, battl countdown war, two mcclane discov oppos method make unstopp heroes. bomb cia russia escap courthous rogu moscow brucewilli jaicourtney sebastiankoch john moor"
10733,The Alamo,"western histori war base 1836 standoff group texan tejano men, led davi crockett jim bowie, mexican dictat santa anna' forc alamo san antonio, texas. texa offic upris alamo mexican dennisquaid billybobthornton jasonpatr john lee hancock"
9806,The Incredibles,"action adventur anim famili bob parr given superhero day log time insur adjust rais three children formerli heroic wife suburbia. receiv mysteri assignment, time get back costume. secretident secret hero island wretch supernaturalpow weapon lawsuit superhero craigt.nelson hollyhunt samuell.jackson brad bird"
1408,Cutthroat Island,"action adventur morgan adam slave, william shaw, quest recov three portion treasur map. unfortunately, final portion held murder uncle, dawg. crew skeptic leadership abilities, must complet quest mutini her. made yet difficult effort british crown end pirat raids. exoticisland treasur map ship scalp pirat geenadavi matthewmodin franklangella renni harlin"
32657,Percy Jackson & the Olympians: The Lightning Thief,"adventur fantasi famili accid prone teenager, perci discov he' actual demi-god, son poseidon, need zeus' lightn stolen. perci must master new found skill order prevent war god could devast entir world. monster greekmytholog god poseidon lightningbolt basedonyoungadultnovel loganlerman brandont.jackson alexandradaddario chri columbu"
607,Men in Black,"action adventur comedi sciencefict men black follow exploit agent kay jay, member top-secret organ establish monitor polic alien activ earth. two men black find middl deadli plot intergalact terrorist arriv earth assassin two ambassador oppos galaxies. order prevent world colliding, mib must track terrorist prevent destruct earth. anoth typic day men black. secretident sunglass undercov spacemarin illegalimmigr deport newident giantcockroach cannon flyingsauc staypermit alien fictionalgovernmentag tommyleejon willsmith lindafiorentino barri sonnenfeld"
863,Toy Story 2,"anim comedi famili andi head cowboy camp, leav toy devices. thing shift high gear obsess toy collector name al mcwhiggen, owner al' toy barn kidnap woody. andy' toy mount dare rescu mission, buzz lightyear meet match woodi decid heart truli belong. museum prosecut identitycrisi airplan fleamarket collector teamwork friendship rescueteam garagesal duringcreditssting toycomestolif personif inanimateobjectscomingtolif tomhank timallen joancusack john lasset"
44048,Unstoppable,"action thriller runaway train, transport deadly, toxic chemicals, barrel stanton, pennsylvania, two men stop it: veteran engin young conductor. thousand live hang balanc ordinari hero attempt chase one million ton hurtl steel prevent epic disaster. runawaytrain denzelwashington chrispin rosariodawson toni scott"
5175,Rush Hour 2,"action comedi crime thriller vacat time carter find alongsid lee hong kong wish excitement. carter want parti meet ladies, lee track triad gang lord may respons kill two men american embassy. thing get complic pair stumbl onto counterfeit plot. boy soon neck fist fight life-threaten situations. trip back u.s. may provid answer bombing, counterfeiting, true allegi sexi custom agent isabella. duringcreditssting christuck jackiechan zhangziyi brett ratner"
2655,What Lies Beneath,"drama horror mysteri thriller clair spencer start hear ghostli voic see spooki images, wonder otherworldli spirit tri contact her. while, husband tri reassur tell head. clair investigates, discov man love might know he' let on. secret hauntedhous ouijaboard haunt missinggirl ghost harrisonford michellepfeiff dianascarwid robert zemecki"
22794,Cloudy with a Chance of Meatballs,"anim comedi famili inventor flint lockwood creat machin make cloud rain food, enabl down-and-out citizen chewandswallow feed themselves. fall food reach gargantuan proportions, flint must scrambl avert disaster. regain control machin put end wild weather town destroyed? weather food scienc billhad annafari jamescaan phil lord"
8355,Ice Age: Dawn of the Dinosaurs,"anim comedi famili adventur time chang manni moodi mammoth, sid motor mouth sloth diego crafti saber-tooth tiger. life heat hero meet new none-too-friendli neighbor – mighti dinosaurs. iceag bridg insan jungl dinosaur birth duringcreditssting 3d rayromano johnleguizamo denisleari carlo saldanha"
116745,The Secret Life of Walter Mitty,adventur comedi drama fantasi timid magazin photo manag live life vicari daydream embark true-lif adventur neg goe missing. himalaya photograph magazin iceland daydream photograph shark firedfromthejob skateboard dreamer onlined daydream benstil kristenwiig pattonoswalt ben stiller
4327,Charlie's Angels,"action adventur comedi crime thriller aspect take 1970 hit tv seri similar origin show :angel dylan, natali alex still work charli interfac bosley. still flip hair, stop traffic smile kick butt. differ unsubtl humor, martial art train high-tech premise: time, they'r hot trail stolen software. martialart femalefriendship millionair agent camerondiaz lucyliu drewbarrymor mcg"
1422,The Departed,"drama thriller crime take south boston' irish mafia, polic send one infiltr underworld, realiz syndic done likewise. undercov cop curri favor mob kingpin, career crimin rise polic ranks. side soon discov there' mole among them. undercov boston polic friend mafia undercovercop mobster mole statepolic policetrain realtor leonardodicaprio mattdamon jacknicholson martin scorses"
10674,Mulan,"anim famili adventur tomboyish girl disguis young man fight imperi chines armi invad huns. help wise-crack dragon mushu, mulan might save countri -- win heart handsom captain li shang. homeland music train daughter cricket princess dragon luck eddiemurphi jackiechan ming-nawen toni bancroft"
7446,Tropic Thunder,"action comedi vietnam veteran 'four leaf' tayback' memoir, tropic thunder, made film, director damien cockburn can’t control cast prima donnas. behind schedul budget, cockburn order studio execut get film back track, risk cancellation. tayback' advice, cockburn drop actor middl jungl film remain scene but, unbeknownst actor production, group drop middl golden triangle, home heroin-produc gangs. filmmak satir jungl moviestar southeastasia landmin shackl warfilmmak duringcreditssting blackfac methodact benstil jackblack robertdowneyjr. ben stiller"
65754,The Girl with the Dragon Tattoo,"thriller crime mysteri drama english-languag adapt swedish novel stieg larsson follow disgrac journalist, mikael blomkvist, investig disappear weari patriarch' niec 40 year ago. aid pierced, tattooed, punk comput hacker name lisbeth salander. work togeth investigation, blomkvist saland uncov immens corrupt beyond anyth ever imagined. rape journalist basedonnovel journal hacker nazi punk investig remak antisocialpersonalitydisord serialkil disappear hack computerhack biblequot scandinavian abus danielcraig rooneymara christopherplumm david fincher"
1572,Die Hard: With a Vengeance,"action thriller new york detect john mcclane back kick bad-guy butt third instal action-pack series, find team civilian zeu carver prevent loss innoc lives. mcclane thought he'd seen all, geniu name simon engag mcclane, new ""partner"" -- belov citi -- deadli game demand concentration. bomb taxi riddl robberi detect helicopt gold subway ship fistfight polic sequel decept shootout newyorkc explos violenc carchas fbiagent simonsay flashback dumptruck aqueduct actionhero federalreservebank brucewilli jeremyiron samuell.jackson john mctiernan"
10528,Sherlock Holmes,"action adventur crime mysteri eccentr consult detective, sherlock holm doctor john watson battl bring new nemesi unravel deadli plot could destroy england. detect scotlandyard coffin blackmag arrest partner sherlockholm murder steampunk pentagram clue robertdowneyjr. judelaw rachelmcadam guy ritchi"
271969,Ben-Hur,drama fals accus nobleman surviv year slaveri take vengeanc best friend betray him. betray vengeanc jackhuston tobykebbel rodrigosantoro timur bekmambetov
10865,Atlantis: The Lost Empire,"anim famili adventur sciencefict world' highli qualifi crew archaeologist explor led historian milo thatch board incred 1,000-foot submarin ulyss head deep mysteri sea. sea atlanti anim underwat seamonst michaelj.fox coreyburton claudiachristian gari trousdal"
258509,Alvin and the Chipmunks: The Road Chip,"adventur anim comedi famili seri misunderstandings, alvin, simon theodor come believ dave go propos new girlfriend new york citi - dump them. three day get stop proposal. chipmunk cgi talkinganim aftercreditssting duringcreditssting jasonle justinlong bellathorn walt becker"
2253,Valkyrie,"drama thriller histori war wound africa world war ii, nazi col. clau von stauffenberg return nativ germani join resist dare plan creat shadow govern assassin adolf hitler. event unfold becom central player, find task lead coup person kill führer. berlin suicid bomb assassin resist wifehusbandrelationship worldwarii adolfhitl plan friendship decept treason colonel militaryoffic plot germanoffic pianowir medal violenc tomcruis caricevanhouten kennethbranagh bryan singer"
10661,You Don't Mess with the Zohan,comedi action isra counterterror soldier secretli fabul ambit becom manhattan hairstylist. zohan' desir run deep he'll anyth -- includ fake death go head-to-head arab cab driver -- make dream come true. newyork israel middleeast hairdress ladykil mossad isra palestinian heart-throb middleeastconflict hairstyl hackysack adamsandl johnturturro emmanuellechriqui denni dugan
257344,Pixels,action comedi sciencefict video game expert recruit militari fight 1980s-era video game charact who'v attack new york. videogam nerd alienattack 3d pixel adamsandl michellemonaghan peterdinklag chri columbu
644,A.I. Artificial Intelligence,"drama sciencefict adventur robot boy, first program love, david adopt test case cybertron employe wife. though gradual becom child, seri unexpect circumst make life imposs david. without final accept human machines, david embark journey discov truli belongs, uncov world line robot machin vast profoundli thin. artificialintellig propheci prostitut android lossofmoth extraterrestrialtechnolog iceag adopt fairytal pinocchio prosecut gigolo hologram dystopia alien destini captur doppelgang haleyjoelos franceso'connor samrobard steven spielberg"
10756,The Haunted Mansion,"thriller fantasi comedi famili mysteri workahol jim ever wife/busi partner, sara get call one night mansion owner, edward gracey want sell house. ever famili arriv mansion butler take dine gracey. gracey take one look sara think lost lover. secretpassag magic estateag hauntedhous familyvac ghost aftercreditssting eddiemurphi terencestamp nathanielpark rob minkoff"
686,Contact,"drama sciencefict mysteri contact scienc fiction film encount alien intelligence. base novel carl sagan film star jodi foster one chosen scientist must make difficult decis beliefs, truth, reality. basedonnovel nasa newmexico extraterrestrialtechnolog primenumb star radiowav wormhol fanat spiritu religion scientist sabotag hamradio aliencontact mechanicalengin observatori eccentricman radiotelescop jodiefost matthewmcconaughey jameswood robert zemecki"
9383,Hollow Man,"action sciencefict thriller cocki researcher, sebastian cain work project make live creatur invis he' confid he' found right formula test soon begin vanish. problem – no-on determin make visibl again. caine' predica eventu drive mad, terrifi results. kill humanexperiment scientist invisibleman scienceexperi kevinbacon elisabethshu joshbrolin paul verhoeven"
179,The Interpreter,"crime thriller silvia broome, interpret unit nation headquarters, overhear plan assassination, american secret servic agent sent investigate. newyork dictat africa destructionofacivil assassin resist reveng murder unitedn witnesstomurd fbiagent resistancefight nicolekidman seanpenn catherinekeen sydney pollack"
76285,Percy Jackson: Sea of Monsters,"adventur famili fantasi quest confront ultim evil, perci friend battl swarm mythic creatur find mythic golden fleec stop ancient evil rising. poison herm poseidon demigod goldenfleec olympu 3d krono overthrowolympu basedonyoungadultnovel loganlerman alexandradaddario douglassmith thor freudenth"
1996,Lara Croft Tomb Raider: The Cradle of Life,"action adventur fantasi thriller lara croft ventur underwat templ search mytholog pandora' box but, secur it, promptli stolen villain leader chines crime syndicate. lara must recov box syndicate' evil mastermind use construct weapon catastroph capabilities. riddl treasur medallion kenia alexanderthegreat pandora'sbox chinesemafia treasurehunt hongkong archaeologist basedonvideogam archeolog angelinajoli gerardbutl noahtaylor jan de bont"
291805,Now You See Me 2,"action adventur comedi crime mysteri thriller one year outwit fbi win public’ adul mind-bend spectacles, four horsemen resurfac find face face new enemi enlist pull danger heist yet. londonengland china magic secretsocieti vigilant sequel reveng heist ontherun macauchina magician jesseeisenberg woodyharrelson markruffalo jon m. chu"
10003,The Saint,"thriller action romanc sciencefict adventur ivan tretiak, russian mafia boss want creat oil crisi moscow seiz power result send simon templar, great intern criminal, england get secret formula cold fusion u.s. scientist emma russell. templar fall love emma tri outwit tretiak guerrillas, hide moscow berlin russia ga masterthief thesaint valkilm elisabethshu radeserbedzija phillip noyc"
1535,Spy Game,"action crime thriller veteran spi nathan muir verg retir cia learn one-tim protégé close friend, tom bishop, polit prison sentenc die beijing. although friendship mar bad blood resentment, muir agre take danger mission career rescu bishop. spi china cia coldwar robertredford bradpitt catherinemccormack toni scott"
2067,Mission to Mars,"sciencefict contact lost crew first mar expedition, rescu mission launch discov fate. mar spacecraft spacetravel alien longtak outerspac astronaut dismember aliencontact trappedinspac garysinis timrobbin doncheadl brian de palma"
46195,Rio,"anim adventur comedi famili captur smuggler hatchling, macaw name blu never learn fli live happili domest life minnesota human friend, linda. blu thought last kind, word come jewel, lone female, live rio de janeiro, blu linda go meet her. anim smuggler kidnap blu jewel, pair soon escap begin peril adventur back freedom -- linda. brazil pet bird music canari samba anim duringcreditssting rio1 río1 jesseeisenberg annehathaway lesliemann carlo saldanha"
2277,Bicentennial Man,"comedi sciencefict richard martin buy gift, new ndr-114 robot. product name andrew youngest family' children. ""bicentenni man"" follow life time andrew, robot purchas household applianc program perform menial tasks. andrew begin experi emot creativ thought, martin famili soon discov ordinari robot. android hologram freedom futurist robot robinwilliam samneil embethdavidtz chri columbu"
10357,Volcano,"sciencefict action drama thriller earthquak shatter peac lo angel morn open fissur deep earth, caus lava start bubbl up. volcano begin form la brea tar pits, director city' emerg manag service, mike roark, work geologist ami barnes, must use everi resourc citi tri stop volcano consum lo angeles. subway lava volcano volcanologist losangel tommyleejon annehech gabyhoffmann mick jackson"
4477,The Devil's Own,"crime thriller drama franki mcguire, one ira' deadliest assassins, draw american famili crossfir terrorism. sent u.s. buy weapons, franki hous famili tom o'meara, new york cop know noth frankie' real identity. surpris friendship, tom' grow suspicions, forc franki choos promis peac lifetim murder. newyork terrorist anonym northernireland harrisonford bradpitt margaretcolin alan j. pakula"
8665,K-19: The Widowmaker,"drama histori thriller russia' first nuclear submarin malfunct maiden voyage, crew must race save ship prevent nuclear disaster. submarin sovietunion coremelt northatlant nuclear womandirector harrisonford liamneeson petersarsgaard kathryn bigelow"
9387,Conan the Barbarian,"adventur fantasi action film adapt classic sword sorceri hero, conan barbarian. hord rampag warrior massacr parent young conan enslav young child year wheel pain. sole survivor childhood massacre, conan releas slaveri taught ancient art fighting. transform kill machine, conan travel wilder seek vengeanc thulsa doom, man respons kill family. wilderness, conan take thiev valeria subotai. group come upon king osric, want trio warrior help rescu daughter join doom hills. gladiat repay despot barbarian swordandsorceri arnoldschwarzenegg jamesearljon maxvonsydow john miliu"
921,Cinderella Man,"romanc drama histori true stori boxer, jim braddock who, 1920’ retirement, surpris comeback order get famili social poor state. transport netherland worldcup sociallydeprivedfamili family'sdailylif boxer boxingmatch comeback train heavyweight folkhero biographi daughter defeat sport russellcrow renéezellweg paulgiamatti ron howard"
49852,The Nutcracker: The Untold Story,"fantasi action famili set 1920' vienna, tale littl girl, whose godfath give special doll one christma eve. ellefan nathanlan johnturturro andrei konchalovski"
4464,Seabiscuit,drama histori true stori unders depression-era racehors whose victori lift spirit team behind also nation. horserac americandream racehors greatdepress jeffbridg davidmccullough chriscoop gari ross
664,Twister,"action adventur drama tv weatherman bill hard tri get tornado-hunt wife, jo, sign divorc paper marri girlfriend melissa. mother nature, form seri intens storm sweep across oklahoma, plans. soon three join team stormchas attempt insert revolutionari measur devic heart sever extrem violent tornados. wifehusbandrelationship tornado twister oklahoma metereologist invent climat barn naturaldisast cow truck disast auntniecerelationship stormchas divorc helenhunt billpaxton caryelw jan de bont"
8358,Cast Away,"adventur drama chuck, top intern manag fedex, kelly, ph.d. student, love head toward marriage. chuck' plane malaysia ditch sea terribl storm. he' survivor, wash tini island noth flotsam jetsam aircraft' cargo. exoticisland suicideattempt volleybal loneli airplanecrash desertedisland tropicalisland survivalskil tomhank helenhunt chrisnoth robert zemecki"
9836,Happy Feet,"anim comedi world emperor penguins, find soul mate song, penguin born cannot sing. tap danc someth fierce! ocean fish zoo penguin tapdanc love crush snow anthropomorph sing antarctica famili duringcreditssting elijahwood robinwilliam brittanymurphi georg miller"
2502,The Bourne Supremacy,"action drama thriller cia oper purchas classifi russian document blown rival agent, show sleepi seasid villag bourn mari living. pair run live bourne, promis retali anyon former life attempt contact, forc take life train assassin survive. berlin assassin basedonnovel amnesia sniper lie sequel suspens ontherun shootout espionag violenc footchas carchas explodinghous thoughguy oneagainstmani railcar darkpast moscow handtohandcombat mattdamon frankapotent briancox paul greengrass"
9772,Air Force One,"action thriller russian terrorist conspir hijack aircraft presid famili board. command chief find face imposs predicament: give terrorist sacrific family, risk everyth uphold principl - integr nation. prison corrupt journalist whitehous hostag ultimatum hostage-tak airforceon aerialcombat conspiraci gunfight fighterplan secretservic americanpresid handtohandcombat negoti politicalprison airplanehijack harrisonford garyoldman glennclos wolfgang petersen"
161,Ocean's Eleven,"thriller crime less 24 hour parole, charismat thief danni ocean alreadi roll next plan: one night, danny' hand-pick crew specialist attempt steal $150 million three la vega casinos. score cash, danni risk chanc reconcil ex-wife, tess. prison pickpocket stripclub conartist atlanticc cockneyacc lasvega carddeal explosivesexpert blackandwhitescen male saltlakecityutah georgeclooney bradpitt mattdamon steven soderbergh"
52451,The Three Musketeers,adventur action thriller hot-head young d'artagnan along three former legendari luck musket must unit defeat beauti doubl agent villain employ seiz french throne engulf europ war. numberintitl historicalfict musket 17thcenturi 3d millajovovich orlandobloom loganlerman paul w.s. anderson
76492,Hotel Transylvania,"anim comedi famili fantasi dracula, oper high-end resort away human world, goe overprotect mode boy discov resort fall count' teen-ag daughter. witch magic mummi vampir dracula skeleton backpack frankenstein wolfman zombi invisibleman duringcreditssting nosferatu protectivefath fangvamp adamsandl stevebuscemi davidspad genndi tartakovski"
4523,Enchanted,"comedi famili fantasi romanc beauti princess gisel banish evil queen magical, music anim land find gritti realiti street modern-day manhattan. shock strang new environ oper ""happili ever after"" basis, gisel adrift chaotic world badli need enchantment. gisel begin fall love charmingli flaw divorc lawyer come aid - even though alreadi promis perfect fairi tale princ back home - wonder: storybook view romanc surviv real world? poison queen fairytal music princess portal anim fantasyworld evilwitch partanim amyadam patrickdempsey jamesmarsden kevin lima"
59961,Safe House,"action thriller danger cia renegad resurfac decad run. safe hous he' remand attack mercenaries, rooki oper escap him. now, unlik alli must stay aliv long enough uncov want dead. cia violenc safehous rogueag capetownsouthafrica soccerstadium denzelwashington ryanreynold verafarmiga daniel espinosa"
10481,102 Dalmatians,"comedi famili get readi howl good time new assort irresist anim hero unleash great famili tail! unlik alliance, outrag waddlesworth... parrot think he' rottweiler... team oddball... un-mark dalmat puppi eager earn spots! togeth embark laugh-pack quest outwit ever-schem cruella de vil londonengland prison releasefromprison women'sprison societyforthepreventionofcrueltytoanim puppi pelz dog dalmatian glennclos ioangruffudd aliceevan kevin lima"
59108,Tower Heist,"action comedi luxuri condo manag lead staff worker seek payback wall street swindler defraud them. day billionair get away perfect crime, unlik crew amateur thiev enlist help petti crook slide steal $20 million they’r sure hidden penthouse. skyscrap thanksgiv billionair parad fbiagent apart highris femaleag ponzischem emptysaf capercomedi plan safecrack recruit heistmovi deceit lobbi benstil eddiemurphi caseyaffleck brett ratner"
1581,The Holiday,"comedi romanc two women, one (cameron diaz) america one (kate winslet) britain, swap home christmastim bad breakup boyfriends. woman find romanc local man (jude law, jack black) realiz immin return home may end relationship. holiday londonengland filmmak christmasparti countryhous roomexchang surrey romanticcomedi losangel multiplestorylin womandirector christma camerondiaz katewinslet judelaw nanci meyer"
9798,Enemy of the State,"action drama thriller hotshot washington lawyer, robert dean becom victim high-tech ident theft hacker slip incrimin video pocket. soon, rogu nation secur agent set recov tape – destroy dean. corrupt washingtond.c. helicopt falselyaccus ident mexicanstandoff blackmail intellig wiretap satellit nationalsecurityagency(nsa) polit explodingbuild suspens mysteri mafia conspiraci lawyer crime privaci surveil baltimoremaryland secrethideout willsmith genehackman jonvoight toni scott"
22897,It's Complicated,"comedi romanc ten year divorce, jane jake adler unit son' colleg graduat unexpectedli end sleep together. jake married, jane embark new romanc architect. now, sort life – thought figur out. graduat exhusband womandirector merylstreep alecbaldwin stevemartin nanci meyer"
298,Ocean's Thirteen,"crime thriller danni ocean' team crimin back compos plan person ever. ruthless casino owner willi bank doublecross reuben tishkoff, caus heart attack, danni ocean vow team anyth bring willi bank along everyth he' got. even mean ask help enemy. casino thief reveng heist lasvega pretendingtoberich laborstrik georgeclooney bradpitt mattdamon steven soderbergh"
7484,Open Season,"adventur anim famili boog, domest 900lb. grizzli bear find strand wood 3 day open season. forc reli elliot, fast-talk mule deer, two form unlik friendship must quickli ralli forest anim form rag-tag armi hunters. hunter mountain garag grizzlybear bunni chase forest deer bear hunt martinlawr ashtonkutch garysinis jill culton"
157350,Divergent,"adventur action sciencefict world divid faction base person types, tri learn classifi diverg fit in. discov plot destroy divergents, tri mysteri four must find make diverg danger late. basedonnovel dystopia youth dystopicfutur castesystem diverg basedonyoungadultnovel shailenewoodley theojam katewinslet neil burger"
853,Enemy at the Gates,war enemi gate war film jean-jacqu annaud 2001 take place battl stalingard world war ii russian germans. winter sniper worldwarii stalingrad judelaw rachelweisz edharri jean-jacqu annaud
10159,The Rundown,"adventur action comedi thriller travis, mouthi son criminal, disappear amazon search treasur artifact, father send beck, becom travis' rival affect mariana, mysteri brazilian woman. steeli disposition, beck man word -- take disciplin muster work travi nab tyrant who' treasure. hunter bounti bountyhunt fight amazon treasurehunt jungl dwaynejohnson seannwilliamscott rosariodawson peter berg"
9593,Last Action Hero,"adventur fantasi action comedi famili danni obsess fiction movi charact action hero jack slater. magic ticket transport jack' latest adventure, danni find world movi magic realiti collide. danni save life hero new friend. magic movieinmovi spoof magicalobject cartooncat ticket self-referenti projectionist child'spointofview arnoldschwarzenegg f.murrayabraham artcarney john mctiernan"
1904,Memoirs of a Geisha,"drama histori romanc sweep romant epic set japan year world war ii, penniless japanes child torn famili work maid geisha house. japan prostitut sistersisterrelationship brothel worldwarii geisha zhangziyi gongli youkikudoh rob marshal"
9615,The Fast and the Furious: Tokyo Drift,"action crime drama thriller order avoid jail sentence, sean boswel head tokyo live militari father. low-rent section city, shaun get caught underground world drift race carrac carjourney carmechan auto cargarag auto-tun drift car automobilerac lucasblack nathaliekelley sungkang justin lin"
51052,Arthur Christmas,"drama anim famili comedi christmas, santa vast armi highli train elv produc gift distribut around world one night. however, one 600 million children receiv gift santa christma eve missed, deem ‘acceptable’ one – arthur. arthur clau santa’ misfit son execut unauthor rooki mission get last present half way around globe dawn christma morning. holiday santaclau duringcreditssting womandirector christma jamesmcavoy hughlauri billnighi barri cook"
297,Meet Joe Black,"fantasi drama mysteri grim reaper come collect soul megamogul bill parrish, arriv proposition: host ""vacation"" among live trade day existence. parrish agrees, use pseudonym joe black, death begin take part parrish' daili agenda fall love man' daughter. yet black' holiday over, parrish' life. lifeanddeath loveatfirstsight brokenengag firework religionandsupernatur teenagecrush fate doctor millionair bradpitt anthonyhopkin claireforlani martin brest"
9884,Collateral Damage,action thriller drama firefight gordon brewer plung complex danger world intern terror lose wife child bomb credit claudio 'the wolf' perrini. terrorist fbi colombia firemen reveng explos carexplos bombattack arnoldschwarzenegg francescaneri eliaskotea andrew davi
16858,All That Jazz,"drama music bob fosse' semi-autobiograph film celebr show busi strip glitz giddi illusions. joe gideon (roy scheider) top heap, one success director choreograph music theatre. feel world slowli collaps around him--hi obsess work almost destroy person life, bottl pill keep going. showbusi filmmak tapdanc movieinmovi divorc tvshowinfilm stand-upcomedian broadway rainstorm surgeri dreamsequ edit semiautobiograph restroom screeningroom amphetamin prescriptiondrugabus royscheid jessicalang lelandpalm bob foss"
62764,Mirror Mirror,"adventur fantasi drama comedi sciencefict famili spend money, evil enchantress queen scheme marri handsome, wealthi prince. there' one problem - he' love beauti princess, snow white. now, join seven rebelli dwarves, snow white launch epic battl good vs. evil... attemptedmurd fairytal blackmag cockroach villai goodvsevil womanfightsman insecur mirror snowkingdom snowwhit evilqueen enchantress gala financialproblem pendant halfnakedman returningmoney evilplot duringcreditssting juliarobert lilycollin armiehamm tarsem singh"
22538,Scott Pilgrim vs. the World,"action adventur comedi scott pilgrim film adapt critic acclaimed, award-win seri graphic novel name canadian cartoonist bryan lee o’malley. scott pilgrim 23 year old canadian slacker wannab rockstar fall love american deliveri girl, ramona v. flowers, must defeat seven ""evil exes"" abl date her. whip hipster underagegirlfriend animatedflashback character'spointofviewcamerashot unconsci girlfight vegan aftercreditssting michaelcera maryelizabethwinstead kieranculkin edgar wright"
9341,The Core,"action thriller adventur sciencefict geophysicist dr. josh key discov unknown forc caus earth' inner core stop rotating. planet' magnet field rapidli deteriorating, atmospher liter start come apart seam catastroph consequences. resolv crisis, keyes, along team world' gift scientists, travel earth' core. mission: deton devic reactiv core. magneticfield centeroftheearth disasterfilm aaroneckhart hilaryswank delroylindo jon amiel"
12107,Nutty Professor II: The Klumps,"fantasi comedi romanc sciencefict hilar begin professor sherman klump find romanc fellow dna specialist, denis gaines, discov brilliant formula revers aging. sherman' thin obnoxi alter ego, buddi love, want out...and big piec action. buddi get loose, thing get serious nutty. alterego madscientist famili dean duringcreditssting researchlaboratori eddiemurphi janetjackson larrymil peter segal"
9637,Scooby-Doo,"mysteri adventur comedi mysteri inc. gang gone separ way apart two years, receiv invit spooki island. know other also invited, show discov amus park affect young visitor strang ways. amateurdetect voodoo resort crimesolv freddieprinzejr. sarahmichellegellar matthewlillard raja gosnel"
49049,Dredd,"action sciencefict future, america dystopian wasteland. latest scourg ma-ma, prostitute-turned-drug pusher danger new drug aim take city. possibl stop elit group urban polic call judges, combin duti judge, juri execution deliv brutal brand swift justice. even top-rank judge, dredd, discov take ma-ma isn’t easi seem explos adapt huge popular comic series. usa corrupt crimefight judg metropoli law post-apocalypt dystopia executivecas polic futurist basedoncomicbook gore surviv gunfight gangster extremeviol psychic violenc crimin justic druglord basedongraphicnovel dystopicfutur darkhumor expertmarksman rooki dredd 2000ad karlurban oliviathirlbi lenaheadey pete travi"
9339,Click,comedi drama fantasi romanc workahol architect find univers remot allow fast-forward rewind differ part life. complic aris remot start overrul choices. regret workahol heartattack architect dyinganddeath timetravel remotecontrol children liposuct hospit wed dog secondch alternater fatherhood obes adamsandl katebeckinsal christopherwalken frank coraci
16281,Creepshow,"horror comedi fantasi inspir e.c. comic 1950s, georg a.romero stephen king bring five tale terror screen. monster halloween meteor buriedal cockroach antholog basedoncomicbook gore animatedsequ zombi livingdead halholbrook adriennebarbeau fritzweav georg a. romero"
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,comedi famili ongo war canin felin speci put hold join forc thwart rogu cat spi sinist plan conquest. tortur aftercreditssting duringcreditssting 3d jamesmarsden nicknolt christinaappleg brad peyton
8247,Jumper,"adventur fantasi sciencefict david rice man know boundaries, jumper, born uncanni abil teleport instantli anywher earth. discov other like himself, david thrust danger bloodthirsti war hunt sinist determin group zealot sworn destroy jumpers. now, david’ extraordinari gift may hope survival! adolesc basedonnovel lossofchild fight chase teleport supernaturalpow leapintim enemi motherlylov haydenchristensen jamiebel samuell.jackson doug liman"
11253,Hellboy II: The Golden Army,"adventur fantasi sciencefict continu adventur demon superhero, evil elf break ancient pact human creatures, declar war humanity. mission releas golden army, deadli group fight machin destroy human race. hell earth readi erupt, hellboy crew set defeat evil prince. auction northernireland resign superhero rebellion violenc spear cutarm splitscreen superheroteam armrippedoff supervillain remors selfexil vanishingfigur fathersonconflict ronperlman selmablair jeffreytambor guillermo del toro"
